,SYMBOL,NAME OF COMPANY,macro,sector,industry,basicIndustry
1611,SCI,Shipping Corporation Of India Limited,Services,Services,Transport Services,Shipping
1612,SCILAL,Shipping Corporation of India Land and Assets Limited,Financial Services,Financial Services,Finance,Investment Company
1613,SCPL,Sheetal Cool Products Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
1614,SDBL,Som Distilleries & Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
1615,SEAMECLTD,Seamec Limited,Services,Services,Transport Services,Shipping
1616,SECMARK,SecMark Consultancy Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1617,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services
1618,SEJALLTD,Sejal Glass Limited,Industrials,Capital Goods,Industrial Products,Glass - Industrial
1619,SELAN,Selan Exploration Technology Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production
1620,SELMC,SEL Manufacturing Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1621,SEMAC,SEMAC CONSULTANTS LIMITED,Industrials,Construction,Construction,Civil Construction
1622,SENCO,Senco Gold Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1623,SENORES,Senores Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1624,SEPC,SEPC Limited,Industrials,Construction,Construction,Civil Construction
1625,SEQUENT,Sequent Scientific Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1626,SERVOTECH,Servotech Renewable Power System Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
1627,SESHAPAPER,Seshasayee Paper and Boards Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
1628,SETCO,Setco Automotive Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1629,SETUINFRA,Setubandhan Infrastructure Limited,Industrials,Construction,Construction,Civil Construction
1630,SFL,Sheela Foam Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing
1631,SGIL,Synergy Green Industries Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings
1632,SGL,STL Global Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1633,SGLTL,Standard Glass Lining Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1634,SHAH,Shah Metacorp Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1635,SHAHALLOYS,Shah Alloys Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1636,SHAILY,Shaily Engineering Plastics Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1637,SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
1638,SHALBY,Shalby Limited,Healthcare,Healthcare,Healthcare Services,Hospital
1639,SHALPAINTS,Shalimar Paints Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
1640,SHANKARA,Shankara Building Products Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
1641,SHANTI,Shanti Overseas (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
1642,SHANTIGEAR,Shanthi Gears Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1643,SHARDACROP,Sharda Cropchem Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1644,SHARDAMOTR,Sharda Motor Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1645,SHAREINDIA,Share India Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
1646,SHEKHAWATI,Shekhawati Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1647,SHEMAROO,Shemaroo Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
1648,SHILPAMED,Shilpa Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1649,SHIVALIK,Shivalik Rasayan Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1650,SHIVAMAUTO,Shivam Autotech Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1651,SHIVAMILLS,Shiva Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1652,SHIVATEX,Shiva Texyarn Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1653,SHK,S H Kelkar and Company Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1654,SHOPERSTOP,Shoppers Stop Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
1655,SHRADHA,Shradha Infraprojects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1656,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1657,SHREECEM,SHREE CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1658,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
1659,SHREERAMA,Shree Rama Multi-Tech Limited,Industrials,Capital Goods,Industrial Products,Packaging
1660,SHRENIK,Shrenik Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
1661,SHREYANIND,Shreyans Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
1662,SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1663,SHRIRAMFIN,Shriram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1664,SHRIRAMPPS,Shriram Properties Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1665,SHYAMCENT,Shyam Century Ferrous Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
1666,SHYAMMETL,Shyam Metalics and Energy Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1667,SHYAMTEL,Shyam Telecom Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1668,SICALLOG,Sical Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider
1669,SIEMENS,Siemens Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1670,SIGACHI,Sigachi Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1671,SIGIND,Signet Industries Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1672,SIGMA,Sigma Solve Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
1673,SIGNATURE,Signatureglobal (India) Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1674,SIGNPOST,Signpost India Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies
1675,SIKKO,Sikko Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1676,SIL,Standard Industries Limited,Consumer Discretionary,Realty,Realty,Real Estate related services
1677,SILGO,Silgo Retail Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1678,SILINV,SIL Investments Limited,Financial Services,Financial Services,Finance,Investment Company
1679,SILLYMONKS,Silly Monks Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
1680,SILVERTUC,Silver Touch Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
1681,SIMBHALS,Simbhaoli Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
1682,SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Construction,Construction,Civil Construction
1683,SINCLAIR,Sinclairs Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
1684,SINDHUTRAD,Sindhu Trade Links Limited,Diversified,Diversified,Diversified,Diversified
1685,SINTERCOM,Sintercom India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1686,SIRCA,Sirca Paints India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
1687,SIS,SIS LIMITED,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1688,SITINET,Siti Networks Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
1689,SIYSIL,Siyaram Silk Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1690,SJS,S.J.S. Enterprises Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1691,SJVN,SJVN Limited,Utilities,Power,Power,Power Generation
1692,SKFINDIA,SKF India Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
1693,SKIPPER,Skipper Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1694,SKMEGGPROD,SKM Egg Products Export (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
1695,SKYGOLD,Sky Gold Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1696,SMARTLINK,Smartlink Holdings Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
1697,SMCGLOBAL,SMC Global Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
1698,SMLISUZU,SML Isuzu Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles
1699,SMLT,Sarthak Metals Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1700,SMSLIFE,SMS Lifesciences India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1701,SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1702,SNOWMAN,Snowman Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider
1703,SOBHA,Sobha Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1704,SOFTTECH,Softtech Engineers Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1705,SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1706,SOLARINDS,Solar Industries India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives
1707,SOMANYCERA,Somany Ceramics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
1708,SOMATEX,Soma Textiles & Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1709,SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1710,SONACOMS,Sona BLW Precision Forgings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1711,SONAMLTD,SONAM LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
1712,SONATSOFTW,Sonata Software Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1713,SOTL,Savita Oil Technologies Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
1714,SOUTHBANK,The South Indian Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank
1715,SOUTHWEST,South West Pinnacle Exploration Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1716,SPAL,S. P. Apparels Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1717,SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Financial Services,Finance,Microfinance Institutions
1718,SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1719,SPCENET,Spacenet Enterprises India Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1720,SPECIALITY,Speciality Restaurants Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
1721,SPENCERS,Spencer's Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
1722,SPIC,Southern Petrochemicals Industries Corporation  Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
1723,SPLIL,SPL Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
1724,SPLPETRO,Supreme Petrochem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
1725,SPMLINFRA,SPML Infra Limited,Industrials,Construction,Construction,Civil Construction
1726,SPORTKING,Sportking India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1727,SRD,Shankar Lal Rampal Dye-Chem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
1728,SREEL,Sreeleathers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
1729,SRF,SRF Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1730,SRGHFL,SRG Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company
1731,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
1732,SRM,SRM Contractors Limited,Industrials,Construction,Construction,Civil Construction
1733,SRPL,Shree Ram Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
1734,SSDL,Saraswati Saree Depot Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1735,SSWL,Steel Strips Wheels Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1736,STALLION,Stallion India Fluorochemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
1737,STANLEY,Stanley Lifestyles Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing
1738,STAR,Strides Pharma Science Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1739,STARCEMENT,Star Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
1740,STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance
1741,STARPAPER,Star Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
1742,STARTECK,Starteck Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1743,STCINDIA,The State Trading Corporation of India Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors
1744,STEELCAS,Steelcast Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings
1745,STEELCITY,Steel City Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
1746,STEELXIND,STEEL EXCHANGE INDIA LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1747,STEL,Stel Holdings Limited,Financial Services,Financial Services,Finance,Investment Company
1748,STERTOOLS,Sterling Tools Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1749,STLTECH,Sterlite Technologies Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
1750,STOVEKRAFT,Stove Kraft Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
1751,STYLAMIND,Stylam Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
1752,STYLEBAAZA,Baazar Style Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
1753,STYRENIX,Styrenix Performance Materials Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1754,SUBEXLTD,Subex Limited,Information Technology,Information Technology,IT - Software,Software Products
1755,SUBROS,Subros Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1756,SUDARSCHEM,Sudarshan Chemical Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
1757,SUKHJITS,Sukhjit Starch & Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
1758,SULA,Sula Vineyards Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
1759,SUMICHEM,Sumitomo Chemical India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1760,SUMIT,Sumit Woods Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1761,SUMMITSEC,Summit Securities Limited,Financial Services,Financial Services,Finance,Investment Company
1762,SUNCLAY,Sundaram Clayton Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1763,SUNDARAM,Sundaram Multi Pap Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
1764,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1765,SUNDARMHLD,Sundaram Finance Holdings Limited,Financial Services,Financial Services,Finance,Investment Company
1766,SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1767,SUNDRMFAST,Sundram Fasteners Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1768,SUNFLAG,Sunflag Iron And Steel Company Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
1769,SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1770,SUNTECK,Sunteck Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1771,SUNTV,Sun TV Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
1772,SUPERHOUSE,Superhouse Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
1773,SUPERSPIN,Super Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1774,SUPRAJIT,Suprajit Engineering Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1775,SUPREMEENG,Supreme Engineering Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1776,SUPREMEIND,Supreme Industries Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1777,SUPREMEINF,Supreme Infrastructure India Limited,Industrials,Construction,Construction,Civil Construction
1778,SUPRIYA,Supriya Lifescience Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1779,SURAJEST,Suraj Estate Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1780,SURAJLTD,Suraj Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1781,SURAKSHA,Suraksha Diagnostic Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
1782,SURANASOL,Surana Solar Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1783,SURANAT&P,Surana Telecom and Power Limited,,,,
1784,SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1785,SURYAROSNI,Surya Roshni Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1786,SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Financial Services,Banks,Other Bank
1787,SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1788,SUULD,Suumaya Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
1789,SUVEN,Suven Life Sciences Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
1790,SUVENPHAR,Suven Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1791,SUVIDHAA,Suvidhaa Infoserve Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
1792,SUYOG,Suyog Telematics Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
1793,SUZLON,Suzlon Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1794,SVLL,Shree Vasu Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider
1795,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
1796,SWANDEF,Swan Defence and Heavy Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
1797,SWANENERGY,Swan Energy Limited,Diversified,Diversified,Diversified,Diversified
1798,SWARAJENG,Swaraj Engines Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
1799,SWELECTES,Swelect Energy Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1800,SWIGGY,Swiggy Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
1801,SWSOLAR,Sterling and Wilson Renewable Energy Limited,Industrials,Construction,Construction,Civil Construction
1802,SYMPHONY,Symphony Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
1803,SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1804,SYNGENE,Syngene International Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
1805,SYRMA,Syrma SGS Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1806,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1807,TAJGVK,Taj GVK Hotels & Resorts Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
1808,TAKE,Take Solutions Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
1809,TALBROAUTO,Talbros Automotive Components Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
1810,TANLA,Tanla Platforms Limited,Information Technology,Information Technology,IT - Software,Software Products
1811,TARACHAND,Tara Chand InfraLogistic Solutions Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1812,TARAPUR,Tarapur Transformers Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1813,TARC,TARC Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
1814,TARIL,Transformers And Rectifiers (India) Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1815,TARMAT,Tarmat Limited,Industrials,Construction,Construction,Civil Construction
1816,TARSONS,Tarsons Products Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
1817,TASTYBITE,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
1818,TATACHEM,Tata Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
1819,TATACOMM,Tata Communications Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
1820,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
1821,TATAELXSI,Tata Elxsi Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1822,TATAINVEST,Tata Investment Corporation Limited,Financial Services,Financial Services,Finance,Investment Company
1823,TATAMOTORS,Tata Motors Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
1824,TATAPOWER,Tata Power Company Limited,Utilities,Power,Power,Integrated Power Utilities
1825,TATASTEEL,Tata Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
1826,TATATECH,Tata Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
1827,TATVA,Tatva Chintan Pharma Chem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
1828,TBOTEK,TBO Tek Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services
1829,TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1830,TCI,Transport Corporation of India Limited,Services,Services,Transport Services,Logistics Solution Provider
1831,TCIEXP,TCI Express Limited,Services,Services,Transport Services,Logistics Solution Provider
1832,TCIFINANCE,TCI Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1833,TCLCONS,Tantia Constructions Limited,Industrials,Construction,Construction,Civil Construction
1834,TCPLPACK,TCPL Packaging Limited,Industrials,Capital Goods,Industrial Products,Packaging
1835,TCS,Tata Consultancy Services Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1836,TDPOWERSYS,TD Power Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1837,TEAMLEASE,Teamlease Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1838,TECHM,Tech Mahindra Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
1839,TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Construction,Construction,Civil Construction
1840,TECILCHEM,TECIL Chemicals and Hydro Power Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
1841,TEGA,Tega Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1842,TEJASNET,Tejas Networks Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
1843,TEMBO,Tembo Global Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
1844,TERASOFT,Tera Software Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
1845,TEXINFRA,Texmaco Infrastructure & Holdings Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
1846,TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
1847,TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1848,TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Financial Services,Finance,Financial Institution
1849,TFL,Transwarranty Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
1850,TGBHOTELS,TGB Banquets And Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
1851,THANGAMAYL,Thangamayil Jewellery Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
1852,THEINVEST,The Investment Trust Of India Limited,Financial Services,Financial Services,Finance,Other Financial Services
1853,THEJO,Thejo Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
1854,THEMISMED,Themis Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
1855,THERMAX,Thermax Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
1856,THOMASCOOK,Thomas Cook  (India)  Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services
1857,THOMASCOTT,Thomas Scott (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
1858,THYROCARE,Thyrocare Technologies Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
1859,TI,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
1860,TIIL,Technocraft Industries (India) Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
