,symbol,name of company,macro sector,sector,industry,basic industry,market cap
963,KAYNES,Kaynes Technology India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,29893.03
1363,PENIND,Pennar Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,2103.14
768,HONAUT,Honeywell Automation India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,34548.25
13,AARON,Aaron Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,349.81
763,HMT,HMT Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,7630.33
438,DEEDEV,DEE Development Engineers Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1981.85
377,COCHINSHIP,Cochin Shipyard Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,37028.62
760,HLEGLAS,HLE Glascoat Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1946.94
1923,UNIDT,United Drilling Tools Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,503.52
1567,SALASAR,Salasar Techno Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,2020.32
347,CENTUM,Centum Electronics Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,2147.38
1117,MANUGRAPH,Manugraph India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,54.75
1382,PITTIENG,Pitti Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,4236.03
858,INTLCONV,International Conveyors Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,465.84
1162,MICEL,MIC Electronics Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1711.18
175,ATAM,Atam Valves Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,134.12
1795,SWANDEF,Swan Defence and Heavy Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,253.14
1123,MARINE,Marine Electricals (India) Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,2688.54
496,DYNAMATECH,Dynamatic Technologies Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,4433.45
399,CROWN,Crown Lifters Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,209.88
1418,PREMIER,Premier Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,10.99
591,GALAPREC,Gala Precision Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1193.51
1846,TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,7090.54
2010,WALCHANNAG,Walchandnagar Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1201.8
1840,TEGA,Tega Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,9681.58
1058,LMW,LMW Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,15971.09
1548,RVTH,Revathi Equipment India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,547.76
1090,MAHEPC,Mahindra EPC Irrigation Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,351.97
640,GMMPFAUDLR,GMM Pfaudler Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5075.67
1641,SHANTIGEAR,Shanthi Gears Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,3183.32
1137,MAZDA,Mazda Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,139.85
118,ANUP,The Anup Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5937.85
1060,LOKESHMACH,Lokesh Machines Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,483.6
1138,MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,93624.5
943,KABRAEXTRU,Kabra Extrusion Technik Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1508.03
2028,WINDMACHIN,Windsor Machines Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1954.12
941,JYOTICNC,Jyoti CNC Automation Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,22513.75
695,GUJAPOLLO,Gujarat Apollo Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,394.12
782,ICEMAKE,Ice Make Refrigeration Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1071.44
1632,SGLTL,Standard Glass Lining Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,3263.68
1852,THEJO,Thejo Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1771.03
769,HONDAPOWER,Honda India Power Products Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,2394.88
922,JNKINDIA,JNK India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,3040.97
1420,PREMIERPOL,Premier Polyfilm Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,634.11
116,ANTGRAPHIC,Antarctica Limited,Industrials,Capital Goods,Industrial Products,Packaging,19.84
2039,XPROINDIA,Xpro India Limited,Industrials,Capital Goods,Industrial Products,Packaging,2550.17
1435,PTCIL,PTC Industries Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,21608.38
989,KIRLOSIND,Kirloskar Industries Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,3915.68
1539,RUBFILA,Rubfila International Limited,Industrials,Capital Goods,Industrial Products,Rubber,400.17
344,CENTEXT,Century Extrusions Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,156.8
2046,YUKEN,Yuken India Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,1105.13
54,AEROFLEX,Aeroflex Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,2868.33
1383,PIXTRANS,Pix Transmissions Limited,Industrials,Capital Goods,Industrial Products,Rubber,2643.29
896,JAYNECOIND,Jayaswal Neco Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,3612.11
1935,UNIVCABLES,Universal Cables Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,1946.74
1533,RRKABEL,R R Kabel Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,13489.07
328,CARBORUNIV,Carborundum Universal Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,21703.95
1387,PLAZACABLE,Plaza Wires Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,308.45
122,APCOTEXIND,Apcotex Industries Limited,Industrials,Capital Goods,Industrial Products,Rubber,1788.91
1024,KSL,Kalyani Steels Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,3766.6
2052,ZENITHSTL,Zenith Steel Pipes & Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,97.46
2017,WELCORP,Welspun Corp Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,18824.88
2021,WENDT,Wendt (India) Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,2506.01
990,KIRLPNU,Kirloskar Pneumatic Company Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,6603.43
390,COSMOFIRST,COSMO FIRST LIMITED,Industrials,Capital Goods,Industrial Products,Packaging,1897.86
388,CORDSCABLE,Cords Cable Industries Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,198.83
2034,WORTH,Worth Peripherals Limited,Industrials,Capital Goods,Industrial Products,Packaging,252.0
1442,PYRAMID,Pyramid Technoplast Limited,Industrials,Capital Goods,Industrial Products,Packaging,623.5
1574,SAMPANN,Sampann Utpadan India Limited,Industrials,Capital Goods,Industrial Products,Rubber,137.79
851,INOXINDIA,INOX India Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,8369.76
1443,QUADFUTURE,Quadrant Future Tek Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,1835.0
1530,RPPL,Rajshree Polypack Limited,Industrials,Capital Goods,Industrial Products,Packaging,264.04
381,COMSYN,Commercial Syn Bags Limited,Industrials,Capital Goods,Industrial Products,Packaging,275.87
1476,RATNAVEER,Ratnaveer Precision Engineering Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,835.53
1475,RATNAMANI,Ratnamani Metals & Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,19625.76
1097,MALLCOM,Mallcom (India) Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,824.3
971,KEI,KEI Industries Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,37545.0
1016,KRN,KRN Heat Exchanger and Refrigeration Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,4742.55
104,AMDIND,AMD Industries Limited,Industrials,Capital Goods,Industrial Products,Packaging,108.08
1519,ROLLT,Rollatainers Limited,Industrials,Capital Goods,Industrial Products,Packaging,47.27
1089,MAHASTEEL,Mahamaya Steel Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,320.47
1465,RAMASTEEL,Rama Steel Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,1833.99
1941,USHAMART,Usha Martin Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,10096.1
984,KINGFA,Kingfa Science & Technology (India) Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,3348.54
143,ARROWGREEN,Arrow Greentech Limited,Industrials,Capital Goods,Industrial Products,Packaging,1018.44
988,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,12542.63
1407,PPL,Prakash Pipes Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,999.67
254,BEDMUTHA,Bedmutha Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,590.11
1559,SAH,Sah Polymers Limited,Industrials,Capital Goods,Industrial Products,Packaging,217.02
1013,KRITI,Kriti Industries (India) Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,615.08
1037,LATTEYS,Latteys Industries Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,148.68
1412,PRAKASHSTL,Prakash Steelage Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,131.6
2005,VSTL,Vibhor Steel Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,346.18
252,BEARDSELL,Beardsell Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,148.09
170,ASTRAL,Astral Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,39473.19
2003,VSSL,Vardhman Special Steels Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,1789.96
1416,PRECWIRE,Precision Wires India Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,2793.5
1095,MAHSEAMLES,Maharashtra Seamless Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,8026.56
248,BBTCL,B&B Triplewall Containers Limited,Industrials,Capital Goods,Industrial Products,Packaging,399.95
1965,VENUSPIPES,Venus Pipes & Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,2424.6
61,AGI,AGI Greenpac Limited,Industrials,Capital Goods,Industrial Products,Packaging,6084.79
1691,SKFINDIA,SKF India Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,19478.56
1556,SAGARDEEP,Sagardeep Alloys Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,53.49
270,BHARATWIRE,Bharat Wire Ropes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,1184.17
890,JAICORPLTD,Jai Corp Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,2260.5
220,BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,Industrials,Capital Goods,Industrial Products,Packaging,539.43
124,APLAPOLLO,APL Apollo Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,41351.16
70,AIAENG,AIA Engineering Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,33968.61
229,BALUFORGE,Balu Forge Industries Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,5920.81
299,BOROSCI,Borosil Scientific Limited,Industrials,Capital Goods,Industrial Products,Glass - Industrial,1360.31
1969,VESUVIUS,Vesuvius India Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,7834.29
298,BORORENEW,BOROSIL RENEWABLES LIMITED,Industrials,Capital Goods,Industrial Products,Glass - Industrial,6253.55
1102,MANAKSIA,Manaksia Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,514.11
238,BANSALWIRE,Bansal Wire Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,5698.64
48,ADORWELD,Ador Welding Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,1743.76
1400,POLYPLEX,Polyplex Corporation Limited,Industrials,Capital Goods,Industrial Products,Packaging,3217.73
1014,KRITIKA,Kritika Wires Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,262.02
1505,RHIM,RHI MAGNESITA INDIA LIMITED,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,9643.62
1424,PRINCEPIPE,Prince Pipes And Fittings Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,3980.2
128,APOLLOPIPE,Apollo Pipes Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,1815.67
1101,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,789.78
987,KIRLOSBROS,Kirloskar Brothers Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,13888.62
1457,RAJMET,Rajnandini Metal Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,215.38
1398,POLYCAB,Polycab India Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,85573.75
1526,RPEL,Raghav Productivity Enhancers Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,2616.6
404,CUBEXTUB,Cubex Tubings Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,155.92
