,symbol,name of company,macro sector,sector,industry,basic industry,market cap
277,BINANIIND,Binani Industries Limited,Financial Services,Financial Services,Finance,Holding Company,39.43
1662,SHRIRAMFIN,Shriram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),99627.37
736,HEXATRADEX,Hexa Tradex Limited,Financial Services,Financial Services,Finance,Investment Company,1174.78
1423,PRIMESECU,Prime Securities Limited,Financial Services,Financial Services,Finance,Other Financial Services,798.64
1972,VHL,Vardhman Holdings Limited,Financial Services,Financial Services,Finance,Investment Company,1162.09
219,BAJFINANCE,Bajaj Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),471056.31
766,HOMEFIRST,Home First Finance Company India Limited,Financial Services,Financial Services,Finance,Housing Finance Company,8591.32
217,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Financial Services,Finance,Holding Company,124982.61
260,BFINVEST,BF Investment Limited,Financial Services,Financial Services,Finance,Holding Company,1972.28
1105,MANAPPURAM,Manappuram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),16293.87
1174,MOBIKWIK,One Mobikwik Systems Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),3313.32
1356,PAYTM,One 97 Communications Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),48949.63
1397,POLICYBZR,PB Fintech Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),75117.05
843,INFIBEAM,Infibeam Avenues Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),5954.82
1790,SUVIDHAA,Suvidhaa Infoserve Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),118.54
65,AGSTRA,AGS Transact Technologies Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),638.84
1588,SANWARIA,Sanwaria Consumer Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,30.18
1256,NGIL,Nakoda Group of Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,50.58
1346,PARAGMILK,Parag Milk Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,1825.26
1115,MANORAMA,Manorama Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,5870.8
1612,SCPL,Sheetal Cool Products Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,326.29
1693,SKMEGGPROD,SKM Egg Products Export (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,546.35
1249,NESTLEIND,Nestle India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,208248.3
1151,MEGASTAR,Megastar Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,270.47
1223,NARMADA,Narmada Agrobase Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,78.15
1205,MUKKA,Mukka Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,1052.1
1337,PALASHSECU,Palash Securities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,131.7
2064,ZYDUSWELL,Zydus Wellness Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,11326.52
762,HMAAGRO,HMA Agro Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,1753.7
542,ESSENTIA,Integra Essentia Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,303.22
477,DODLA,Dodla Dairy Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,6245.74
506,EIFFL,Euro India Fresh Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,476.14
1920,UMANGDAIRY,Umang Dairies Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,180.43
376,COASTCORP,Coastal Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,302.07
304,BRITANNIA,Britannia Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,121999.79
582,FOODSIN,Foods & Inns Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,768.84
1948,VADILALIND,Vadilal Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,2580.43
275,BIKAJI,Bikaji Foods International Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,16198.48
1963,VENKEYS,Venky's (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,2401.89
253,BECTORFOOD,Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,9210.64
247,BBTC,Bombay Burmah Trading Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,14310.22
416,DANGEE,Dangee Dums Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,64.89
652,GODREJAGRO,Godrej Agrovet Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,13381.39
193,AVANTIFEED,Avanti Feeds Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,8910.46
1816,TASTYBITE,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,2488.76
712,HATSUN,Hatsun Agro Product Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,20927.2
732,HERITGFOOD,Heritage Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,3758.24
123,APEX,Apex Frozen Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,718.75
76,AJOONI,Ajooni Biotech Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,119.19
46,ADFFOODS,ADF Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,2774.06
663,GOPAL,Gopal Snacks Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,4000.42
460,DIAMONDYD,Prataap Snacks Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,2387.34
687,GSPL,Gujarat State Petronet Limited,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing,18957.5
696,GUJGASLTD,Gujarat Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,32078.98
590,GAIL,GAIL (India) Limited,Energy,Oil Gas & Consumable Fuels,Gas,Gas Transmission/Marketing,109587.19
1159,MGL,Mahanagar Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,12595.15
800,IGL,Indraprastha Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,26670.03
873,IRMENERGY,IRM Energy Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,1231.79
1366,PETRONET,Petronet LNG Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,43432.5
384,CONFIPET,Confidence Petroleum India Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,2259.24
53,AEGISLOG,Aegis Logistics Limited,Energy,Oil Gas & Consumable Fuels,Gas,Trading - Gas,22288.5
177,ATGL,Adani Total Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,67836.29
1291,NURECA,Nureca Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,309.46
1399,POLYMED,Poly Medicure Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,23022.22
1815,TARSONS,Tarsons Products Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,1894.14
1040,LAXMIDENTL,Laxmi Dental Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,2610.7
837,INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,Healthcare,Healthcare Services,Hospital,3831.93
1155,METROPOLIS,Metropolis Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,8807.73
1134,MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Healthcare,Healthcare Services,Hospital,99643.54
1788,SUVEN,Suven Life Sciences Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,2529.66
1803,SYNGENE,Syngene International Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,30182.22
2043,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Healthcare,Healthcare Services,Hospital,3961.13
815,INDGN,Indegene Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,14583.44
1780,SURAKSHA,Suraksha Diagnostic Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,1583.26
1145,MEDANTA,Global Health Limited,Healthcare,Healthcare,Healthcare Services,Hospital,27476.49
127,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Healthcare,Healthcare Services,Hospital,96624.73
145,ARTEMISMED,Artemis Medicare Services Limited,Healthcare,Healthcare,Healthcare Services,Hospital,3922.35
1455,RAINBOW,Rainbow Childrens Medicare Limited,Healthcare,Healthcare,Healthcare Services,Hospital,13932.38
1807,TAKE,Take Solutions Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,179.0
169,ASTERDM,Aster DM Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Hospital,23552.04
667,GPTHEALTH,GPT Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Hospital,1349.8
1979,VIMTALABS,Vimta Labs Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,1781.28
1975,VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,9462.95
1637,SHALBY,Shalby Limited,Healthcare,Healthcare,Healthcare Services,Hospital,2271.45
584,FORTIS,Fortis Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Hospital,43915.92
1857,THYROCARE,Thyrocare Technologies Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,4027.38
1258,NH,Narayana Hrudayalaya Ltd.,Healthcare,Healthcare,Healthcare Services,Hospital,25933.39
718,HCG,Healthcare Global Enterprises Limited,Healthcare,Healthcare,Healthcare Services,Hospital,6830.73
1595,SASTASUNDR,Sastasundar Ventures Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,877.81
1019,KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,2537.33
983,KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,Healthcare,Healthcare Services,Hospital,23626.2
919,JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Healthcare,Healthcare Services,Hospital,10025.04
1062,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,Healthcare,Healthcare Services,Hospital,135.97
1030,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,22292.85
904,JINDALPHOT,Jindal Photo Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,680.13
1052,LINC,Linc Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,782.28
547,EVEREADY,Eveready Industries India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,2512.8
1268,NIPPOBATRY,Indo-National Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,393.0
1936,UNIVPHOTO,Universus Photo Imagings Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,211.55
1762,SUNDARAM,Sundaram Multi Pap Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,106.15
997,KOKUYOCMLN,Kokuyo Camlin Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,1167.54
575,FLAIR,Flair Writing Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,2466.25
481,DOMS,DOMS Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,13921.35
101,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,48.1
1023,KSHITIJPOL,Kshitij Polyline Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,35.33
940,JYOTHYLAB,Jyothy Labs Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,13825.63
473,DLINKINDIA,D-Link (India) Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,1629.67
1695,SMARTLINK,Smartlink Holdings Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,161.99
428,DCI,Dc Infotech And Communication Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,388.96
386,CONTROLPR,Control Print Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,1023.47
350,CEREBRAINT,Cerebra Integrated Technologies Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,96.2
719,HCL-INSYS,HCL Infosystems Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,462.54
1901,TVSELECT,TVS Electronics Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,639.43
1246,NELCO,NELCO Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,2222.51
1532,RPTECH,Rashi Peripherals Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,2234.0
559,FCSSOFT,FCS Software Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,511.16
1182,MOLDTECH,Mold-Tek Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,493.42
1825,TATATECH,Tata Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,30654.34
553,EXPLEOSOL,Expleo Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,1863.92
1250,NETWEB,Netweb Technologies India Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,8238.01
688,GSS,GSS Infotech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,134.71
1616,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,100.23
526,EMUDHRA,eMudhra Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,6914.78
1070,LTTS,L&T Technology Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,54207.05
490,DSSL,Dynacons Systems & Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,1422.69
1314,ONWARDTEC,Onward Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,569.06
610,GENESYS,Genesys International Corporation Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,3181.94
1843,TERASOFT,Tera Software Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,312.78
1338,PALREDTEC,Palred Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,90.03
464,DIGISPICE,DiGiSPICE Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,558.83
2047,ZAGGLE,Zaggle Prepaid Ocean Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,5658.76
49,ADROITINFO,Adroit Infotech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,44.78
50,ADSL,Allied Digital Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,1238.02
57,AFFLE,Affle (India) Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,20367.76
1536,RSYSTEMS,R Systems International Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,4840.23
72,AIRAN,Airan Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,367.18
1994,VLEGOV,VL E-Governance & IT Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,1534.07
166,ASMS,Bartronics India Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,569.56
186,AURUM,Aurum PropTech Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,611.42
203,AXISCADES,AXISCADES Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,2826.83
246,BBOX,Black Box Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,9883.61
1558,SAGILITY,Sagility India Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,20270.15
1951,VAKRANGEE,Vakrangee Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,2934.36
289,BLSE,BLS E-Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,1526.39
367,CIGNITITEC,Cigniti Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,4138.69
409,CYIENT,Cyient Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,14639.43
417,DATAMATICS,Datamatics Global Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,3641.57
1340,PANACHE,Panache Digilife Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,497.27
429,DCM,DCM  Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,174.75
448,DEVIT,Dev Information Technology Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,329.0
1327,ORIENTTECH,Orient Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,2026.91
1594,SASKEN,Sasken Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,2647.99
1671,SIGMA,Sigma Solve Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,298.05
498,E2E,E2E Networks Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,5967.03
806,IKS,Inventurus Knowledge Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,26868.36
885,IZMO,IZMO Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,594.22
770,HOVS,HOV Services Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,78.1
854,INSPIRISYS,Inspirisys Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,382.38
1679,SILVERTUC,Silver Touch Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,824.2
1129,MASTEK,Mastek Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,7581.15
1267,NINSYS,NINtec Systems Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,812.33
1711,SONATSOFTW,Sonata Software Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,14329.71
871,IRIS,Iris Business Services Limited,Information Technology,Information Technology,IT - Software,Software Products,939.65
184,AURIONPRO,Aurionpro Solutions Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,7873.73
1253,NEWGEN,Newgen Software Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,13918.35
1989,VIRINCHI,Virinchi Limited,Information Technology,Information Technology,IT - Software,Software Products,297.52
1445,QUICKHEAL,Quick Heal Technologies Limited,Information Technology,Information Technology,IT - Software,Software Products,2319.5
1703,SOFTTECH,Softtech Engineers Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,512.77
1036,LATENTVIEW,Latent View Analytics Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,8568.56
1837,TECHM,Tech Mahindra Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,161989.26
1834,TCS,Tata Consultancy Services Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,1461707.36
1468,RAMCOSYS,Ramco Systems Limited,Information Technology,Information Technology,IT - Software,Software Products,1282.06
1820,TATAELXSI,Tata Elxsi Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,38142.32
661,GOLDTECH,AION-TECH SOLUTIONS LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,220.98
1474,RATEGAIN,Rategain Travel Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,8018.61
2031,WIPRO,Wipro Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,319285.0
1007,KPITTECH,KPIT Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,34614.77
1615,SECMARK,SecMark Consultancy Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,108.27
1290,NUCLEUS,Nucleus Software Exports Limited,Information Technology,Information Technology,IT - Software,Software Products,2461.42
1809,TANLA,Tanla Platforms Limited,Information Technology,Information Technology,IT - Software,Software Products,7395.2
408,CYBERTECH,Cybertech Systems And Software Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,605.49
849,INNOVANA,Innovana Thinklabs Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,791.3
1365,PERSISTENT,Persistent Systems Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,91968.64
846,INFY,Infosys Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,760280.49
844,INFOBEAN,InfoBeans Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,770.06
972,KELLTONTEC,Kellton Tech Solutions Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,1351.67
378,COFORGE,Coforge Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,56764.29
1924,UNIECOM,Unicommerce Esolutions Limited,Information Technology,Information Technology,IT - Software,Software Products,1367.49
855,INTELLECT,Intellect Design Arena Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,11851.12
856,INTENTECH,Intense Technologies Limited,Information Technology,Information Technology,IT - Software,Software Products,251.49
1565,SAKSOFT,Saksoft Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,2490.51
1119,MAPMYINDIA,C.E. Info Systems Limited,Information Technology,Information Technology,IT - Software,Software Products,8753.52
317,CALSOFT-RE,California Soft Ltd-RE,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,4.59
316,CALSOFT,California Software Company Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,77.41
310,BSOFT,BIRLASOFT LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,14451.37
486,DRCSYSTEMS,DRC Systems India Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,313.82
1893,TRIGYN,Trigyn Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,310.87
1301,OFSS,Oracle Financial Services Software Limited,Information Technology,Information Technology,IT - Software,Software Products,80359.82
1888,TREJHARA,TREJHARA SOLUTIONS LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,293.35
535,EQUIPPP,Equippp Social Impact Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,239.8
2037,XCHANGING,Xchanging Solutions Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,1125.07
402,CTE,Cambridge Technology Enterprises Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,158.81
702,GVPTECH,GVP Infotech Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,167.91
2040,XTGLOBAL,Xtglobal Infotech Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,531.87
33,ACCELYA,Accelya Solutions India Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,2224.01
1069,LTIM,LTIMindtree Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,167993.9
1534,RSSOFTWARE,R. S. Software (India) Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,412.21
2053,ZENSARTECH,Zensar Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,17817.32
1025,KSOLVES,Ksolves India Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,1106.76
1753,SUBEXLTD,Subex Limited,Information Technology,Information Technology,IT - Software,Software Products,1009.92
1165,MINDTECK,Mindteck (India) Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,677.89
705,HAPPSTMNDS,Happiest Minds Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,10270.17
1192,MPHASIS,MphasiS Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,55000.78
720,HCLTECH,HCL Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,459830.55
7,63MOONS,63 moons technologies limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,3271.81
3,3IINFOLTD,3i Infotech Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,438.64
2038,XELPMOC,Xelpmoc Design And Tech Limited,Information Technology,Information Technology,IT - Software,Software Products,173.63
509,EIMCOELECO,Eimco Elecon (India) Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,928.13
1708,SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,202.61
510,EKC,Everest Kanto Cylinder Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1666.4
822,INDIANHUME,Indian Hume Pipe Company Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1606.0
512,ELECON,Elecon Engineering Company Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,11556.6
1410,PRAJIND,Praj Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,12044.35
1125,MARSHALL,Marshall Machines Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,43.02
939,JWL,Jupiter Wagons Limited,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,16916.25
1870,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,12389.99
1804,SYRMA,Syrma SGS Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,7464.82
1099,MAMATA,Mamata Machinery Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1001.54
731,HERCULES,Hercules Hoists Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,582.4
1055,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,8524.57
58,AFFORDABLE,Affordable Robotic & Automation Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,560.51
1081,MACPOWER,Macpower CNC Machines Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1131.22
893,JASH,Jash Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,3359.31
1891,TRF,TRF Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,433.57
755,HIRECT,Hind Rectifiers Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,1816.41
492,DUCON,Ducon Infratechnologies Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,210.23
410,CYIENTDLM,Cyient DLM Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,3965.31
